client_id,street,city,zip,site_client_id,location_id,address,table_name
Century Car Wash,1690 Goodman Rd,Horn Lake,38637,284,4,"Century Car Wash, 1690 Goodman Rd, Horn Lake, MS, 38637",q4_new_car_wash_century_car_wash
Cadillac Express Carwash,235 E Little York Rd,Houston,77076,258,3,"Cadillac Express Carwash, 235 E Little York Rd, Houston, TX, 77076",q4_new_car_wash_cadillac_express_carwash
Blue Penguin Car Wash,5897 Fairburn Rd,Douglasville,30134,97,1,"Blue Penguin Car Wash, 5897 Fairburn Rd, Douglasville, GA, 30134",q4_new_car_wash_blue_penguin_car_wash
Zips Express Car Wash,508 N Berkeley Blvd,Goldsboro,27534,1655,4,"Zips Express Car Wash, 508 N Berkeley Blvd, Goldsboro, NC, 27534",q4_new_car_wash_zips_express_car_wash
Radiant Express Car Wash,6576 US Hwy 41,Apollo Beach,33572,1139,6,"Radiant Express Car Wash, 6576 US Hwy 41, Apollo Beach, FL, 33572",q4_new_car_wash_radiant_express_car_wash
Monkey Shine,2518 Bob Bullock Loop,Laredo,78045,1029,1,"Monkey Shine, 2518 Bob Bullock Loop, Laredo, TX, 78045",q4_new_car_wash_monkey_shine
Big Peach Car Wash,126 N Lee St,Forsyth,31029,61,1,"Big Peach Car Wash, 126 N Lee St, Forsyth, GA, 31029",q4_new_car_wash_big_peach_car_wash
Jules Car Wash,10060 US-301,Riverview,33569,656,1,"Jules Car Wash, 10060 US-301, Riverview, FL, 33569",q4_new_car_wash_jules_car_wash
Norco AUTO Spa,996 Mountain Ave,Norco,92860,1078,1,"Norco AUTO Spa, 996 Mountain Ave, Norco, CA, 92860",q4_new_car_wash_norco_auto_spa
Waterworks Express Car Wash,1557 Marinette Ave,Marinette,54143,1599,1,"Waterworks Express Car Wash, 1557 Marinette Ave, Marinette, WI, 54143",q4_new_car_wash_waterworks_express_car_wash
Carmel Car Wash,9115 Garland Rd,Dallas,75218,271,4,"Carmel Car Wash, 9115 Garland Rd, Dallas, TX, 75218",q4_new_car_wash_carmel_car_wash
Radiant Express Car Wash,7104 Mariner Blvd,Spring Hill,34609,1137,5,"Radiant Express Car Wash, 7104 Mariner Blvd, Spring Hill, FL, 34609",q4_new_car_wash_radiant_express_car_wash
Wash Rite,151 Cadiz Rd,Wintersville,43953,1555,6,"Wash Rite, 151 Cadiz Rd, Wintersville, OH, 43953",q4_new_car_wash_wash_rite
Atlantic City Car Wash,44 N Albany Ave,Atlantic City,8401,36,1,"Atlantic City Car Wash, 44 N Albany Ave, Atlantic City, NJ, 8401",q4_new_car_wash_atlantic_city_car_wash
Wash Industries,1309 West Chester Pike,West Chester,19382,1534,1,"Wash Industries, 1309 West Chester Pike, West Chester, PA, 19382",q4_new_car_wash_wash_industries
Snap Clean,110 N Elm Street,Ennis,75119,1247,1,"Snap Clean, 110 N Elm Street, Ennis, TX, 75119",q4_new_car_wash_snap_clean
Lathrop Arco Car Wash,2050 Crestwood Ave,Manteca,95336,673,1,"Lathrop Arco Car Wash, 2050 Crestwood Ave, Manteca, CA, 95336",q4_new_car_wash_lathrop_arco_car_wash
Superior Almeda Car Wash,10126 Almeda Genoa Rd,Houston,77075,1383,1,"Superior Almeda Car Wash, 10126 Almeda Genoa Rd, Houston, TX, 77075",q4_new_car_wash_superior_almeda_car_wash
Champion CW,1159 W Main St,Hendersonville,37075,290,2,"Champion CW, 1159 W Main St, Hendersonville, TN, 37075",q4_new_car_wash_champion_cw
Colonial Car Wash,6050 Wade Hampton Blvd,Taylors,29687,374,4,"Colonial Car Wash, 6050 Wade Hampton Blvd, Taylors, SC, 29687",q4_new_car_wash_colonial_car_wash
Champion CW,3855 Dickerson Pike,Nashville,37207,293,10,"Champion CW, 3855 Dickerson Pike, Nashville, TN, 37207",q4_new_car_wash_champion_cw
Mr Clean Car Wash,2904 Holcomb Bridge Rd,Alpharetta,30022,1058,16,"Mr Clean Car Wash, 2904 Holcomb Bridge Rd, Alpharetta, GA, 30022",q4_new_car_wash_mr_clean_car_wash
Mint Express Carwash,8640 Barker Cypress Rd,Houston,77095,1019,1,"Mint Express Carwash, 8640 Barker Cypress Rd, Houston, TX, 77095",q4_new_car_wash_mint_express_carwash
Brookhurst Express Car Wash,14571 Brookhurst St,Westminster,92683,233,1,"Brookhurst Express Car Wash, 14571 Brookhurst St, Westminster, CA, 92683",q4_new_car_wash_brookhurst_express_car_wash
Radiant Express Car Wash,925 Cypress Pkwy,Kissimmee,34759,1131,3,"Radiant Express Car Wash, 925 Cypress Pkwy, Kissimmee, FL, 34759",q4_new_car_wash_radiant_express_car_wash
Twins,2240 N Courtenay Pkwy,Merritt Island,32953,1489,1,"Twins, 2240 N Courtenay Pkwy, Merritt Island, FL, 32953",q4_new_car_wash_twins
Bulldog Car Wash,2920 Atlanta Hwy,Athens,30606,252,1,"Bulldog Car Wash, 2920 Atlanta Hwy, Athens, GA, 30606",q4_new_car_wash_bulldog_car_wash
Ocean Express,9640 Federal Blvd,Federal Heights,80260,1082,1,"Ocean Express, 9640 Federal Blvd, Federal Heights, CO, 80260",q4_new_car_wash_ocean_express
Cadillac Express Carwash,2005 Bingle Rd,Houston,77055,255,6,"Cadillac Express Carwash, 2005 Bingle Rd, Houston, TX, 77055",q4_new_car_wash_cadillac_express_carwash
Mach 1 Express Wash,20945 N Dupont Blvd,Georgetown,19947,853,13,"Mach 1 Express Wash, 20945 N Dupont Blvd, Georgetown, DE, 19947",q4_new_car_wash_mach_1_express_wash
Wash N Roll,6303 Charlotte Pike,Nashville,37209,1547,4,"Wash N Roll, 6303 Charlotte Pike, Nashville, TN, 37209",q4_new_car_wash_wash_n_roll
Buff it Auto Wash,1408 E Wade Watts Ave,McAlester,74501,247,1,"Buff it Auto Wash, 1408 E Wade Watts Ave, McAlester, OK, 74501",q4_new_car_wash_buff_it_auto_wash
Mach 1 Express Wash,9 Hillview Ave NE,Cartersville,30121,861,10,"Mach 1 Express Wash, 9 Hillview Ave NE, Cartersville, GA, 30121",q4_new_car_wash_mach_1_express_wash
The Auto Spa,2002 W Main St,Durant,74701,1397,1,"The Auto Spa, 2002 W Main St, Durant, OK, 74701",q4_new_car_wash_the_auto_spa
Suds Deluxe,2991 FM 1460,Georgetown,78626,1350,3,"Suds Deluxe, 2991 FM 1460, Georgetown, TX, 78626",q4_new_car_wash_suds_deluxe
Carmel Car Wash,5780 Eldorado Pkwy,Frisco,75034,273,2,"Carmel Car Wash, 5780 Eldorado Pkwy, Frisco, TX, 75034",q4_new_car_wash_carmel_car_wash
Jammin Car Wash,21356 Walmart Way,Lutz,33548,642,1,"Jammin Car Wash, 21356 Walmart Way, Lutz, FL, 33548",q4_new_car_wash_jammin_car_wash
Atlantic Express,7700 Atlantic Ave,Cudahy,90201,37,1,"Atlantic Express, 7700 Atlantic Ave, Cudahy, CA, 90201",q4_new_car_wash_atlantic_express
Jules Car Wash,654 W Brandon Blvd,Brandon,33511,657,2,"Jules Car Wash, 654 W Brandon Blvd, Brandon, FL, 33511",q4_new_car_wash_jules_car_wash
Superior Texas Car Wash,7920 Hwy 6,Houston,77083,1389,1,"Superior Texas Car Wash, 7920 Hwy 6, Houston, TX, 77083",q4_new_car_wash_superior_texas_car_wash
Drive Thru Express,590 N Magnolia Ave,Anaheim,92801,434,1,"Drive Thru Express, 590 N Magnolia Ave, Anaheim, CA, 92801",q4_new_car_wash_drive_thru_express
Venice Car Wash,700 S Tamiami Trail,Venice,34285,1501,1,"Venice Car Wash, 700 S Tamiami Trail, Venice, FL, 34285",q4_new_car_wash_venice_car_wash
Wash Industries,1400 S Broad St,Philadelphia,19146,1535,4,"Wash Industries, 1400 S Broad St, Philadelphia, PA, 19146",q4_new_car_wash_wash_industries
Sparta Car Wash,519 Lafayette Rd,Sparta Township,7871,1286,1,"Sparta Car Wash, 519 Lafayette Rd, Sparta Township, NJ, 7871",q4_new_car_wash_sparta_car_wash
Fast Trac,550 Maxham Rd,Austell,30168,493,1,"Fast Trac, 550 Maxham Rd, Austell, GA, 30168",q4_new_car_wash_fast_trac
Superior Fry Car Wash,2205 Fry Rd,Katy,77449,1385,1,"Superior Fry Car Wash, 2205 Fry Rd, Katy, TX, 77449",q4_new_car_wash_superior_fry_car_wash
Wash Industries,9915 Bustleton Ave,Philadelphia,19115,1529,9,"Wash Industries, 9915 Bustleton Ave, Philadelphia, PA, 19115",q4_new_car_wash_wash_industries
Sunrise Car Wash,1820 Sunrise Hwy,Merrick,11566,1365,1,"Sunrise Car Wash, 1820 Sunrise Hwy, Merrick, NY, 11566",q4_new_car_wash_sunrise_car_wash
Fast Pass Car Wash,638 North H Street,Lompoc,93436,491,1,"Fast Pass Car Wash, 638 North H Street, Lompoc, CA, 93436",q4_new_car_wash_fast_pass_car_wash
San Diego Car Care Costa Verde,11030 Rancho Carmel Dr,San Diego,92128,1209,2,"San Diego Car Care Costa Verde, 11030 Rancho Carmel Dr, San Diego, CA, 92128",q4_new_car_wash_san_diego_car_care_costa_verde
Encinitas Car Wash,293 N El Camino Real,Encinitas,92024,466,1,"Encinitas Car Wash, 293 N El Camino Real, Encinitas, CA, 92024",q4_new_car_wash_encinitas_car_wash
Aqua Bubble Car Wash,5860 Bethelview Rd,Cumming,30040,29,1,"Aqua Bubble Car Wash, 5860 Bethelview Rd, Cumming, GA, 30040",q4_new_car_wash_aqua_bubble_car_wash
San Diego Car Care Costa Verde,8505 Costa Verde Blvd,San Diego,92122,1208,1,"San Diego Car Care Costa Verde, 8505 Costa Verde Blvd, San Diego, CA, 92122",q4_new_car_wash_san_diego_car_care_costa_verde
Colonial Car Wash,2900 Wade Hampton Blvd,Taylors,29687,373,3,"Colonial Car Wash, 2900 Wade Hampton Blvd, Taylors, SC, 29687",q4_new_car_wash_colonial_car_wash
Champion CW,271 New Shackle Island Rd,Hendersonville,37075,291,9,"Champion CW, 271 New Shackle Island Rd, Hendersonville, TN, 37075",q4_new_car_wash_champion_cw
Dino Dash Wash,2054 E Riverside Dr,St. George,84790,421,2,"Dino Dash Wash, 2054 E Riverside Dr, St. George, UT, 84790",q4_new_car_wash_dino_dash_wash
Jc Auto Wash,701 S Dewey St,North Platte,69101,643,1,"Jc Auto Wash, 701 S Dewey St, North Platte, NE, 69101",q4_new_car_wash_jc_auto_wash
Suds Deluxe,233 Wonder World Dr,San Marcos,78666,1356,7,"Suds Deluxe, 233 Wonder World Dr, San Marcos, TX, 78666",q4_new_car_wash_suds_deluxe
Soggy Dog Car Wash,714 Ritter Dr,Glen Morgan,25813,1267,1,"Soggy Dog Car Wash, 714 Ritter Dr, Glen Morgan, WV, 25813",q4_new_car_wash_soggy_dog_car_wash
Go Clean Car Wash,3218 N Monroe St,Tallahassee,32303,557,2,"Go Clean Car Wash, 3218 N Monroe St, Tallahassee, FL, 32303",q4_new_car_wash_go_clean_car_wash
Texas Car Wash,15 Texas Ave,Island Park,11558,1395,1,"Texas Car Wash, 15 Texas Ave, Island Park, NY, 11558",q4_new_car_wash_texas_car_wash
Aloha Car Wash,5360 Laurel Springs Pkwy,Suwanee,30024,9,1,"Aloha Car Wash, 5360 Laurel Springs Pkwy, Suwanee, GA, 30024",q4_new_car_wash_aloha_car_wash
Solar City,1210 Pioneer Rd,Mesquite,75149,1268,1,"Solar City, 1210 Pioneer Rd, Mesquite, TX, 75149",q4_new_car_wash_solar_city
Suds Deluxe,24624 Kuykendahl Rd,Tomball,77375,1358,1,"Suds Deluxe, 24624 Kuykendahl Rd, Tomball, TX, 77375",q4_new_car_wash_suds_deluxe
Rock N Roll Express Car Wash,1615 SE Decker Ave,Stuart,34994,1185,1,"Rock N Roll Express Car Wash, 1615 SE Decker Ave, Stuart, FL, 34994",q4_new_car_wash_rock_n_roll_express_car_wash
Carmel Car Wash,2003 S Goliad St,Rockwall,75087,272,3,"Carmel Car Wash, 2003 S Goliad St, Rockwall, TX, 75087",q4_new_car_wash_carmel_car_wash
Washworks Express,601 E King Ave,Kingsville,78363,1587,1,"Washworks Express, 601 E King Ave, Kingsville, TX, 78363",q4_new_car_wash_washworks_express
Mach 1 Express Wash,5201 NJ-70,Pennsauken Township,8109,856,5,"Mach 1 Express Wash, 5201 NJ-70, Pennsauken Township, NJ, 8109",q4_new_car_wash_mach_1_express_wash
Dix Hill Car Wash New,1232 E Jericho Turnpike,Huntington,11743,425,1,"Dix Hill Car Wash New, 1232 E Jericho Turnpike, Huntington, NY, 11743",q4_new_car_wash_dix_hill_car_wash_new
Wash Industries,4601 Chestnut St,Philadelphia,19139,1530,7,"Wash Industries, 4601 Chestnut St, Philadelphia, PA, 19139",q4_new_car_wash_wash_industries
Waterways Car Spa,1325 Semoran Blvd,Casselberry,32707,1598,1,"Waterways Car Spa, 1325 Semoran Blvd, Casselberry, FL, 32707",q4_new_car_wash_waterways_car_spa
Super Splash Carwash,400 S Preston Rd,Prosper,75078,1378,1,"Super Splash Carwash, 400 S Preston Rd, Prosper, TX, 75078",q4_new_car_wash_super_splash_carwash
Patriot Petroleum,2340 W Main Rd,Portsmouth,2871,1100,1,"Patriot Petroleum, 2340 W Main Rd, Portsmouth, RI, 2871",q4_new_car_wash_patriot_petroleum
Suds Deluxe,3327 Spencer Hwy,Pasadena,77504,1357,5,"Suds Deluxe, 3327 Spencer Hwy, Pasadena, TX, 77504",q4_new_car_wash_suds_deluxe
Koala Car Wash,1560 Lexington Rd,Athens,30605,665,1,"Koala Car Wash, 1560 Lexington Rd, Athens, GA, 30605",q4_new_car_wash_koala_car_wash
Sonoran Express Car Wash,16843 N 43rd Ave,Phoenix,85053,1274,1,"Sonoran Express Car Wash, 16843 N 43rd Ave, Phoenix, AZ, 85053",q4_new_car_wash_sonoran_express_car_wash
Magic Brush,2122 W Highland Ave,San Bernardino,92407,865,3,"Magic Brush, 2122 W Highland Ave, San Bernardino, CA, 92407",q4_new_car_wash_magic_brush
Moyka 441,1080 NW 31st Ave,Fort Lauderdale,33311,1041,3,"Moyka 441, 1080 NW 31st Ave, Fort Lauderdale, FL, 33311",q4_new_car_wash_moyka_441
Riverside,617 N Mitchell St,Cadillac,49601,1175,2,"Riverside, 617 N Mitchell St, Cadillac, MI, 49601",q4_new_car_wash_riverside
Some Guys Car Wash,1287 Deer Park Ave,North Babylon,11703,1269,1,"Some Guys Car Wash, 1287 Deer Park Ave, North Babylon, NY, 11703",q4_new_car_wash_some_guys_car_wash
Newport auto spa,1461 Superior Ave,Newport Beach,92663,1076,1,"Newport auto spa, 1461 Superior Ave, Newport Beach, CA, 92663",q4_new_car_wash_newport_auto_spa
Expressway 55,800 Motor Pkwy,Brentwood,11717,485,1,"Expressway 55, 800 Motor Pkwy, Brentwood, NY, 11717",q4_new_car_wash_expressway_55
Cadillac Express Carwash,13450 Tomball Pkwy,Houston,77086,259,1,"Cadillac Express Carwash, 13450 Tomball Pkwy, Houston, TX, 77086",q4_new_car_wash_cadillac_express_carwash
Mr Clean Car Wash,220 Riverstone Pkwy,Canton,30114,1057,15,"Mr Clean Car Wash, 220 Riverstone Pkwy, Canton, GA, 30114",q4_new_car_wash_mr_clean_car_wash
Blu Palm Express,8403 S Tamiami Trail,Sarasota,34238,82,1,"Blu Palm Express, 8403 S Tamiami Trail, Sarasota, FL, 34238",q4_new_car_wash_blu_palm_express
Jet Express Car Wash,1501 S Main St,Blacksburg,24060,644,1,"Jet Express Car Wash, 1501 S Main St, Blacksburg, VA, 24060",q4_new_car_wash_jet_express_car_wash
Go Clean Car Wash,2315 Capital Cir NE,Tallahassee,32308,558,1,"Go Clean Car Wash, 2315 Capital Cir NE, Tallahassee, FL, 32308",q4_new_car_wash_go_clean_car_wash
Fastlane Express Car Wash,924 E 30th Ave,Hutchinson,67502,494,1,"Fastlane Express Car Wash, 924 E 30th Ave, Hutchinson, KS, 67502",q4_new_car_wash_fastlane_express_car_wash
Clean Wheels,3919 Cheyenne Street,Cheyenne,82001,321,1,"Clean Wheels, 3919 Cheyenne Street, Cheyenne, WY, 82001",q4_new_car_wash_clean_wheels
Wash N Roll,24925 US-72,Athens,35613,1548,6,"Wash N Roll, 24925 US-72, Athens, AL, 35613",q4_new_car_wash_wash_n_roll
Superior Mermaid Carwash,1750 NORTH PARK DRIVE,KINGWOOD,77339,1387,1,"Superior Mermaid Carwash, 1750 NORTH PARK DRIVE, KINGWOOD, TX, 77339",q4_new_car_wash_superior_mermaid_carwash
Circle K,1990 Oak Hill Road,Somerset,42503,301,2,"Circle K, 1990 Oak Hill Road, Somerset, KY, 42503",q4_new_car_wash_circle_k
Finz Car Wash,801 W Yamato Rd,Boca Raton,33431,499,1,"Finz Car Wash, 801 W Yamato Rd, Boca Raton, FL, 33431",q4_new_car_wash_finz_car_wash
Century Car Wash,7050 Winchester Rd,Memphis,38125,279,5,"Century Car Wash, 7050 Winchester Rd, Memphis, TN, 38125",q4_new_car_wash_century_car_wash
Valvoline Express Care,6455 Prutzman Rd,Beaumont,77706,1499,1,"Valvoline Express Care, 6455 Prutzman Rd, Beaumont, TX, 77706",q4_new_car_wash_valvoline_express_care
Mistic Express Car Wash,1052 Kauffman Ave,Fairborn,45324,1024,3,"Mistic Express Car Wash, 1052 Kauffman Ave, Fairborn, OH, 45324",q4_new_car_wash_mistic_express_car_wash
Louisville Honda World,1 Swope Autocenter Dr,Louisville,40299,693,1,"Louisville Honda World, 1 Swope Autocenter Dr, Louisville, KY, 40299",q4_new_car_wash_louisville_honda_world
Circle K,954 US-27,Somerset,42501,298,1,"Circle K, 954 US-27, Somerset, KY, 42501",q4_new_car_wash_circle_k
Chandi Carwash,1801 Lander Ave,Turlock,95380,296,1,"Chandi Carwash, 1801 Lander Ave, Turlock, CA, 95380",q4_new_car_wash_chandi_carwash
Mr Clean Car Wash,988 Duluth Hwy #120,Lawrenceville,30043,1059,11,"Mr Clean Car Wash, 988 Duluth Hwy #120, Lawrenceville, GA, 30043",q4_new_car_wash_mr_clean_car_wash
Superfine Auto Spa,21011 Pioneer Blvd,Lakewood,90715,1382,1,"Superfine Auto Spa, 21011 Pioneer Blvd, Lakewood, CA, 90715",q4_new_car_wash_superfine_auto_spa
Gloss Car Wash,5712 Lawrenceville Hwy,Lilburn,30047,556,1,"Gloss Car Wash, 5712 Lawrenceville Hwy, Lilburn, GA, 30047",q4_new_car_wash_gloss_car_wash
JJ Express Car Wash,2185 US-70,Thatcher,85552,649,1,"JJ Express Car Wash, 2185 US-70, Thatcher, AZ, 85552",q4_new_car_wash_jj_express_car_wash
Mr Clean Car Wash,890 Blanding Blvd,Orange Park,32065,1055,14,"Mr Clean Car Wash, 890 Blanding Blvd, Orange Park, FL, 32065",q4_new_car_wash_mr_clean_car_wash
Mr Clean Car Wash,262 GA-515,Blairsville,30512,1046,4,"Mr Clean Car Wash, 262 GA-515, Blairsville, GA, 30512",q4_new_car_wash_mr_clean_car_wash
Mr Clean Car Wash,1396 W N Blvd,Leesburg,34748,1050,3,"Mr Clean Car Wash, 1396 W N Blvd, Leesburg, FL, 34748",q4_new_car_wash_mr_clean_car_wash
WetnJet Car Wash,516 Friendship Ln,Fredericksburg,78624,1610,1,"WetnJet Car Wash, 516 Friendship Ln, Fredericksburg, TX, 78624",q4_new_car_wash_wetnjet_car_wash
Mr Clean Car Wash,3020 S Pine Ave,Ocala,34471,1047,6,"Mr Clean Car Wash, 3020 S Pine Ave, Ocala, FL, 34471",q4_new_car_wash_mr_clean_car_wash
Mr Clean Car Wash,4175 Jimmy Carter Blvd,Norcross,30093,1043,12,"Mr Clean Car Wash, 4175 Jimmy Carter Blvd, Norcross, GA, 30093",q4_new_car_wash_mr_clean_car_wash
Complete Auto Detail & Car Wash,1516 W 5th St,Austin,78703,377,1,"Complete Auto Detail & Car Wash, 1516 W 5th St, Austin, TX, 78703",q4_new_car_wash_complete_auto_detail_
Controls Training Classroom,6501 Nob Hill Rd,Tamarac,33321,379,1,"Controls Training Classroom, 6501 Nob Hill Rd, Tamarac, FL, 33321",q4_new_car_wash_controls_training_classroom
Zips Express Car Wash,13519 US-290,Austin,78737,1645,14,"Zips Express Car Wash, 13519 US-290, Austin, TX, 78737",q4_new_car_wash_zips_express_car_wash
Mr Clean Car Wash,4840 Atlanta Hwy,Loganville,30052,1051,1,"Mr Clean Car Wash, 4840 Atlanta Hwy, Loganville, GA, 30052",q4_new_car_wash_mr_clean_car_wash
Magnus Car Wash,Kendall Dr,San Bernardino,92407,1003,1,"Magnus Car Wash, Kendall Dr, San Bernardino, CA, 92407",q4_new_car_wash_magnus_car_wash
Russell Speeders Avon,265 W Main St,Avon,6001,1206,1,"Russell Speeders Avon, 265 W Main St, Avon, CT, 6001",q4_new_car_wash_russell_speeders_avon
Liquid Sunshine,4132 Southside Blvd,Jacksonville,32256,686,1,"Liquid Sunshine, 4132 Southside Blvd, Jacksonville, FL, 32256",q4_new_car_wash_liquid_sunshine
Soak,420-440 Craigieburn rd,craigieburn,3064,1253,2,"Soak, 420-440 Craigieburn rd, craigieburn, VIC, 3064",q4_new_car_wash_soak
Fusion Express,760 Benetook Ave,Mildura,3500,525,1,"Fusion Express, 760 Benetook Ave, Mildura, VIC, 3500",q4_new_car_wash_fusion_express
