cluster_id,role,client_name,client_id,site_id,address,state,lat,lon,opened,carwash_type,dist_from_entrant_km,wash_per_mo,wash_before_entry,wash_after_entry,decline_pct,google_maps_all_markers,google_earth
50.0,entrant,Sammy's Express Car Wash,sammysexpresscw_000254,3.0,801 Rte 70 W,NJ,39.89671,-74.941433,2022-06-01,Express Tunnel,0.0,4010.0,,,,"https://www.google.com/maps/dir/39.89671,-74.941433/39.942724,-74.990216/39.933847,-75.0672078","https://earth.google.com/web/@39.924427,-74.999619,0a,19072d,35y,0h,0t,0r"
50.0,neighbor,Sammy's Express Car Wash,sammysexpresscw_000254,1.0,491 Route 38 W,NJ,39.942724,-74.990216,2020-06-01,Express Tunnel,6.6,,15964.0,13695.0,14.2,"https://www.google.com/maps/dir/39.89671,-74.941433/39.942724,-74.990216/39.933847,-75.0672078","https://earth.google.com/web/@39.924427,-74.999619,0a,19072d,35y,0h,0t,0r"
50.0,neighbor,Mach 1 Express Wash,zippycarwash_000145,5.0,5201 NJ-70,NJ,39.933847,-75.0672078,2020-07-01,Express Tunnel,11.5,,7551.0,6494.0,14.0,"https://www.google.com/maps/dir/39.89671,-74.941433/39.942724,-74.990216/39.933847,-75.0672078","https://earth.google.com/web/@39.924427,-74.999619,0a,19072d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
51.0,entrant,Vibe Car Wash,vibecw_000482,1.0,801 Spring Creek Pkwy,TX,33.0570132,-96.7086449,2023-02-01,Express Tunnel,0.0,5991.0,,,,"https://www.google.com/maps/dir/33.0570132,-96.7086449/32.997453,-96.848735","https://earth.google.com/web/@33.027233,-96.778690,0a,23468d,35y,0h,0t,0r"
51.0,neighbor,Mint Carwash,mintcondition_000103,1.0,3751 Frankford Rd,TX,32.997453,-96.848735,2020-01-01,Express Tunnel,14.6,,8417.0,7244.0,13.9,"https://www.google.com/maps/dir/33.0570132,-96.7086449/32.997453,-96.848735","https://earth.google.com/web/@33.027233,-96.778690,0a,23468d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52.0,entrant,Big Peach Car Wash,bigpeachcw_000300,10.0,1710 Zebulon Rd,GA,33.1941083,-84.2833177,2024-03-01,Express Tunnel,0.0,7038.0,,,,"https://www.google.com/maps/dir/33.1941083,-84.2833177/33.273799,-84.291788","https://earth.google.com/web/@33.233954,-84.287553,0a,14844d,35y,0h,0t,0r"
52.0,neighbor,Blue Penguin Car Wash,bluepenguincw_000433,2.0,1475 N Expy,GA,33.273799,-84.291788,2022-03-01,Flex,8.9,,9318.0,8039.0,13.7,"https://www.google.com/maps/dir/33.1941083,-84.2833177/33.273799,-84.291788","https://earth.google.com/web/@33.233954,-84.287553,0a,14844d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
53.0,entrant,Champion Xpress CW,championxpresscw_000216,40.0,2830 Patterson Rd,CO,39.092194,-108.527841,2024-04-01,Express Tunnel,0.0,3947.0,,,,"https://www.google.com/maps/dir/39.092194,-108.527841/39.084002,-108.471501","https://earth.google.com/web/@39.088098,-108.499671,0a,8920d,35y,0h,0t,0r"
53.0,neighbor,Champion Xpress CW,championxpresscw_000216,29.0,540 Warrior Way,CO,39.084002,-108.471501,2022-12-01,Express Tunnel,4.9,,4924.0,4256.0,13.6,"https://www.google.com/maps/dir/39.092194,-108.527841/39.084002,-108.471501","https://earth.google.com/web/@39.088098,-108.499671,0a,8920d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
54.0,entrant,Dirty Dog's Car Wash,dirtydogs_000082,13.0,1175 S Broad St,FL,28.54216,-82.401021,2023-12-01,Express Tunnel,0.0,4936.0,,,,"https://www.google.com/maps/dir/28.54216,-82.401021/28.530828,-82.511058","https://earth.google.com/web/@28.536494,-82.456040,0a,17734d,35y,0h,0t,0r"
54.0,neighbor,Radiant Express Car Wash,radiantcw_000133,5.0,7104 Mariner Blvd,FL,28.530828,-82.511058,2022-04-01,Express Tunnel,10.8,,8450.0,7316.0,13.4,"https://www.google.com/maps/dir/28.54216,-82.401021/28.530828,-82.511058","https://earth.google.com/web/@28.536494,-82.456040,0a,17734d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
55.0,entrant,Riptide,riptideneuse_000337,7.0,3335 Victory Blvd,VA,36.799698,-76.352119,2023-02-01,Express Tunnel,0.0,4160.0,,,,"https://www.google.com/maps/dir/36.799698,-76.352119/36.7725254,-76.252004","https://earth.google.com/web/@36.786112,-76.302062,0a,15621d,35y,0h,0t,0r"
55.0,neighbor,Carl's Wash,carlswash_000218,1.0,1538 Sam's Cir,VA,36.7725254,-76.252004,2020-01-01,Express Tunnel,9.4,,5290.0,4614.0,12.8,"https://www.google.com/maps/dir/36.799698,-76.352119/36.7725254,-76.252004","https://earth.google.com/web/@36.786112,-76.302062,0a,15621d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
56.0,entrant,Rapids Express,rapidsexp_000743,2.0,2045 N Tustin St,CA,33.82171,-117.83542,2025-03-01,Express Tunnel,0.0,31061.0,,,,"https://www.google.com/maps/dir/33.82171,-117.83542/33.7506512,-117.9550813/33.8393559,-117.9755835/33.8780527,-117.9239973","https://earth.google.com/web/@33.822442,-117.922521,0a,27093d,35y,0h,0t,0r"
56.0,neighbor,Brookhurst Express Car Wash,brookhurstexpresscw_000235,1.0,14571 Brookhurst St,CA,33.7506512,-117.9550813,2020-07-01,Express Tunnel,13.6,,9161.0,7545.0,17.6,"https://www.google.com/maps/dir/33.82171,-117.83542/33.7506512,-117.9550813/33.8393559,-117.9755835/33.8780527,-117.9239973","https://earth.google.com/web/@33.822442,-117.922521,0a,27093d,35y,0h,0t,0r"
56.0,neighbor,Drive Thru Express,drivethruexp_000568,1.0,590 N Magnolia Ave,CA,33.8393559,-117.9755835,2023-07-01,Express Tunnel,13.1,,9378.0,7816.0,16.7,"https://www.google.com/maps/dir/33.82171,-117.83542/33.7506512,-117.9550813/33.8393559,-117.9755835/33.8780527,-117.9239973","https://earth.google.com/web/@33.822442,-117.922521,0a,27093d,35y,0h,0t,0r"
56.0,neighbor,Fullerton  Car Wash,fullertoncw_000623,1.0,800 N Harbor Blvd,CA,33.8780527,-117.9239973,2023-12-01,Flex,10.3,,5775.0,5556.0,3.8,"https://www.google.com/maps/dir/33.82171,-117.83542/33.7506512,-117.9550813/33.8393559,-117.9755835/33.8780527,-117.9239973","https://earth.google.com/web/@33.822442,-117.922521,0a,27093d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
57.0,entrant,Sparky's Car Wash,sparkyscw_000470,1.0,451 E University Blvd,TX,32.6704552,-96.813758,2022-11-01,Express Tunnel,0.0,3362.0,,,,"https://www.google.com/maps/dir/32.6704552,-96.813758/32.590479,-96.927912/32.705339,-96.839619","https://earth.google.com/web/@32.655424,-96.860430,0a,30289d,35y,0h,0t,0r"
57.0,neighbor,Snap Clean,snapclean,2.0,619 E Belt Line Rd,TX,32.590479,-96.927912,2020-01-01,Express Tunnel,13.9,,12669.0,11174.0,11.8,"https://www.google.com/maps/dir/32.6704552,-96.813758/32.590479,-96.927912/32.705339,-96.839619","https://earth.google.com/web/@32.655424,-96.860430,0a,30289d,35y,0h,0t,0r"
57.0,neighbor,Snap Clean,snapclean,3.0,1060 W Kiest Blvd,TX,32.705339,-96.839619,2020-12-01,Express Tunnel,4.6,,13763.0,11881.0,13.7,"https://www.google.com/maps/dir/32.6704552,-96.813758/32.590479,-96.927912/32.705339,-96.839619","https://earth.google.com/web/@32.655424,-96.860430,0a,30289d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
58.0,entrant,Century Car Wash,centurycarwash_000236,8.0,2660 McIngvale Rd,MS,34.820948,-89.971472,2023-09-01,Express Tunnel,0.0,7024.0,,,,"https://www.google.com/maps/dir/34.820948,-89.971472/34.9330506,-90.0093086","https://earth.google.com/web/@34.876999,-89.990390,0a,20901d,35y,0h,0t,0r"
58.0,neighbor,Century Car Wash,centurycarwash_000236,2.0,1101 Church Rd W,MS,34.9330506,-90.0093086,2020-09-01,Express Tunnel,12.9,,11216.0,9822.0,12.4,"https://www.google.com/maps/dir/34.820948,-89.971472/34.9330506,-90.0093086","https://earth.google.com/web/@34.876999,-89.990390,0a,20901d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
59.0,entrant,Galaxy Car Wash,galaxycw_000689,1.0,925 Lockwood Blvd,FL,28.6581873,-81.1785821,2025-02-01,Express Tunnel,0.0,6480.0,,,,"https://www.google.com/maps/dir/28.6581873,-81.1785821/28.606138,-81.298764/28.567093,-81.253742/28.59694,-81.217049/28.64087,-81.323187/28.597897,-81.283844/28.628755,-81.20727","https://earth.google.com/web/@28.613697,-81.251777,0a,27567d,35y,0h,0t,0r"
59.0,neighbor,Caliber Car Wash,caliberocala_000153,13.0,6750 Aloma Ave,FL,28.606138,-81.298764,2021-05-01,Express Tunnel,13.1,,15600.0,12557.0,19.5,"https://www.google.com/maps/dir/28.6581873,-81.1785821/28.606138,-81.298764/28.567093,-81.253742/28.59694,-81.217049/28.64087,-81.323187/28.597897,-81.283844/28.628755,-81.20727","https://earth.google.com/web/@28.613697,-81.251777,0a,27567d,35y,0h,0t,0r"
59.0,neighbor,Floris Car Wash,floriscarwash_000233,3.0,1754 N Econlockhatchee Trail,FL,28.567093,-81.253742,2024-01-01,Express Tunnel,12.5,,6896.0,7567.0,-9.7,"https://www.google.com/maps/dir/28.6581873,-81.1785821/28.606138,-81.298764/28.567093,-81.253742/28.59694,-81.217049/28.64087,-81.323187/28.597897,-81.283844/28.628755,-81.20727","https://earth.google.com/web/@28.613697,-81.251777,0a,27567d,35y,0h,0t,0r"
59.0,neighbor,Wash City,washcity_000125,1.0,11674 University Blvd,FL,28.59694,-81.217049,2020-01-01,Express Tunnel,7.8,,12837.0,11886.0,7.4,"https://www.google.com/maps/dir/28.6581873,-81.1785821/28.606138,-81.298764/28.567093,-81.253742/28.59694,-81.217049/28.64087,-81.323187/28.597897,-81.283844/28.628755,-81.20727","https://earth.google.com/web/@28.613697,-81.251777,0a,27567d,35y,0h,0t,0r"
59.0,neighbor,Wash City,washcity_000125,11.0,2699 Cassel Creek Blvd,FL,28.64087,-81.323187,2022-12-01,Express Tunnel,14.2,,10862.0,10508.0,3.3,"https://www.google.com/maps/dir/28.6581873,-81.1785821/28.606138,-81.298764/28.567093,-81.253742/28.59694,-81.217049/28.64087,-81.323187/28.597897,-81.283844/28.628755,-81.20727","https://earth.google.com/web/@28.613697,-81.251777,0a,27567d,35y,0h,0t,0r"
59.0,neighbor,Wash City,washcity_000125,12.0,7651 University Blvd,FL,28.597897,-81.283844,2024-04-01,Express Tunnel,12.3,,5015.0,6619.0,-32.0,"https://www.google.com/maps/dir/28.6581873,-81.1785821/28.606138,-81.298764/28.567093,-81.253742/28.59694,-81.217049/28.64087,-81.323187/28.597897,-81.283844/28.628755,-81.20727","https://earth.google.com/web/@28.613697,-81.251777,0a,27567d,35y,0h,0t,0r"
59.0,neighbor,Zips Express Car Wash,zips_000468,7.0,2971 Alafaya Trail,FL,28.628755,-81.20727,2022-08-01,Express Tunnel,4.3,,8992.0,1347.0,85.0,"https://www.google.com/maps/dir/28.6581873,-81.1785821/28.606138,-81.298764/28.567093,-81.253742/28.59694,-81.217049/28.64087,-81.323187/28.597897,-81.283844/28.628755,-81.20727","https://earth.google.com/web/@28.613697,-81.251777,0a,27567d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
60.0,entrant,Caliber Car Wash,caliberocala_000153,28.0,5570 Windward Pkwy,GA,34.0877012,-84.2650764,2024-09-01,Express Tunnel,0.0,4633.0,,,,"https://www.google.com/maps/dir/34.0877012,-84.2650764/34.0854544,-84.1606903/34.166594,-84.177567/33.989541,-84.2762578","https://earth.google.com/web/@34.082323,-84.219898,0a,36150d,35y,0h,0t,0r"
60.0,neighbor,Aloha Car Wash,183765aloha,1.0,5360 Laurel Springs Pkwy,GA,34.0854544,-84.1606903,2020-01-01,Unknown,9.6,,3455.0,2963.0,14.2,"https://www.google.com/maps/dir/34.0877012,-84.2650764/34.0854544,-84.1606903/34.166594,-84.177567/33.989541,-84.2762578","https://earth.google.com/web/@34.082323,-84.219898,0a,36150d,35y,0h,0t,0r"
60.0,neighbor,Aqua Bubble Car Wash,aquablue_000062,1.0,5860 Bethelview Rd,GA,34.166594,-84.177567,2020-01-01,Express Tunnel,11.9,,7685.0,6552.0,14.7,"https://www.google.com/maps/dir/34.0877012,-84.2650764/34.0854544,-84.1606903/34.166594,-84.177567/33.989541,-84.2762578","https://earth.google.com/web/@34.082323,-84.219898,0a,36150d,35y,0h,0t,0r"
60.0,neighbor,Mr Clean Car Wash,mrcleancw_000329,16.0,2904 Holcomb Bridge Rd,GA,33.989541,-84.2762578,2023-07-01,Flex,11.0,,7115.0,6666.0,6.3,"https://www.google.com/maps/dir/34.0877012,-84.2650764/34.0854544,-84.1606903/34.166594,-84.177567/33.989541,-84.2762578","https://earth.google.com/web/@34.082323,-84.219898,0a,36150d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
61.0,entrant,Luv Car Wash,luvcarwash_000457,11.0,862 N Broadway,CA,33.131789,-117.084964,2022-12-01,Express Tunnel,0.0,4746.0,,,,"https://www.google.com/maps/dir/33.131789,-117.084964/33.0181571,-117.0751321","https://earth.google.com/web/@33.074973,-117.080048,0a,20502d,35y,0h,0t,0r"
61.0,neighbor,San Diego Car Care Costa Verde,sandiegocarcare_000024,3.0,16757 Bernardo Center Dr,CA,33.0181571,-117.0751321,2020-01-01,Flex,12.7,,1423.0,1255.0,11.8,"https://www.google.com/maps/dir/33.131789,-117.084964/33.0181571,-117.0751321","https://earth.google.com/web/@33.074973,-117.080048,0a,20502d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
62.0,entrant,BlueWave,bluewave_000567,42.0,"6622 Reading Rd,",TX,29.5430962,-95.7582916,2023-12-01,Express Tunnel,0.0,18903.0,,,,"https://www.google.com/maps/dir/29.5430962,-95.7582916/29.6500386,-95.6794292","https://earth.google.com/web/@29.596567,-95.718860,0a,22690d,35y,0h,0t,0r"
62.0,neighbor,Cool River Express Car Wash,coolriverexpresscw_000189,1.0,11287 FM 1464 Rd,TX,29.6500386,-95.6794292,2020-01-01,Express Tunnel,14.1,,8190.0,7243.0,11.6,"https://www.google.com/maps/dir/29.5430962,-95.7582916/29.6500386,-95.6794292","https://earth.google.com/web/@29.596567,-95.718860,0a,22690d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
63.0,entrant,Big Dan's,bigdans_000378,13.0,6310 14th St W,FL,27.429033,-82.576508,2023-03-01,Express Tunnel,0.0,15952.0,,,,"https://www.google.com/maps/dir/27.429033,-82.576508/27.4621466,-82.567598","https://earth.google.com/web/@27.445590,-82.572053,0a,7178d,35y,0h,0t,0r"
63.0,neighbor,Car Wash On 5th,bluedolphincw_000185,1.0,505 Cortez Rd W,FL,27.4621466,-82.567598,2020-01-01,Full Service,3.8,,3228.0,2866.0,11.2,"https://www.google.com/maps/dir/27.429033,-82.576508/27.4621466,-82.567598","https://earth.google.com/web/@27.445590,-82.572053,0a,7178d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
64.0,entrant,Suds Deluxe,sudsdeluxe_000305,5.0,3327 Spencer Hwy,TX,29.665452,-95.193657,2022-03-01,Express Tunnel,0.0,6447.0,,,,"https://www.google.com/maps/dir/29.665452,-95.193657/29.6270427,-95.2356065","https://earth.google.com/web/@29.646247,-95.214632,0a,10333d,35y,0h,0t,0r"
64.0,neighbor,Superior Almeda Car Wash,46303superior,1.0,10126 Almeda Genoa Rd,TX,29.6270427,-95.2356065,2020-01-01,Unknown,5.9,,3451.0,3073.0,11.0,"https://www.google.com/maps/dir/29.665452,-95.193657/29.6270427,-95.2356065","https://earth.google.com/web/@29.646247,-95.214632,0a,10333d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
65.0,entrant,Caliber Car Wash,caliberocala_000153,24.0,600 E Eau Gallie Blvd,FL,28.138893,-80.590606,2023-03-01,Express Tunnel,0.0,6594.0,,,,"https://www.google.com/maps/dir/28.138893,-80.590606/28.078848,-80.621854/28.187874,-80.6726589/28.1392348,-80.671077","https://earth.google.com/web/@28.136212,-80.639049,0a,21366d,35y,0h,0t,0r"
65.0,neighbor,Dirty Dog's Car Wash,dirtydogs_000082,7.0,10 W New Haven Ave,FL,28.078848,-80.621854,2022-06-01,Express Tunnel,7.3,,5201.0,8372.0,-61.0,"https://www.google.com/maps/dir/28.138893,-80.590606/28.078848,-80.621854/28.187874,-80.6726589/28.1392348,-80.671077","https://earth.google.com/web/@28.136212,-80.639049,0a,21366d,35y,0h,0t,0r"
65.0,neighbor,Magnolia,magnolia_000414,7.0,4860 N Wickham Rd,FL,28.187874,-80.6726589,2022-07-01,Express Tunnel,9.7,,9226.0,9723.0,-5.4,"https://www.google.com/maps/dir/28.138893,-80.590606/28.078848,-80.621854/28.187874,-80.6726589/28.1392348,-80.671077","https://earth.google.com/web/@28.136212,-80.639049,0a,21366d,35y,0h,0t,0r"
65.0,neighbor,Pristine Car Wash,pristine_000034,1.0,1989 N Wickham Rd,FL,28.1392348,-80.671077,2020-01-01,Unknown,7.9,,1941.0,1749.0,9.9,"https://www.google.com/maps/dir/28.138893,-80.590606/28.078848,-80.621854/28.187874,-80.6726589/28.1392348,-80.671077","https://earth.google.com/web/@28.136212,-80.639049,0a,21366d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
66.0,entrant,Woodies,woodys_000289,19.0,6612 University Pkwy,FL,27.385202,-82.424886,2023-08-01,Express Tunnel,0.0,9406.0,,,,"https://www.google.com/maps/dir/27.385202,-82.424886/27.2700815,-82.4684296","https://earth.google.com/web/@27.327642,-82.446658,0a,21756d,35y,0h,0t,0r"
66.0,neighbor,International Auto Spa,internationalautospa_000316,1.0,4975 Clark Rd,FL,27.2700815,-82.4684296,2021-05-01,Express Tunnel,13.5,,8756.0,7813.0,10.8,"https://www.google.com/maps/dir/27.385202,-82.424886/27.2700815,-82.4684296","https://earth.google.com/web/@27.327642,-82.446658,0a,21756d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
67.0,entrant,Suds Deluxe,sudsdeluxe_000305,10.0,2434 I 35 Frontage Rd,TX,29.8504544,-97.9609079,2024-07-01,Express Tunnel,0.0,8050.0,,,,"https://www.google.com/maps/dir/29.8504544,-97.9609079/29.863781,-97.960194","https://earth.google.com/web/@29.857118,-97.960551,0a,3725d,35y,0h,0t,0r"
67.0,neighbor,Suds Deluxe,sudsdeluxe_000305,7.0,233 Wonder World Dr,TX,29.863781,-97.960194,2023-02-01,Express Tunnel,1.5,,13633.0,12178.0,10.7,"https://www.google.com/maps/dir/29.8504544,-97.9609079/29.863781,-97.960194","https://earth.google.com/web/@29.857118,-97.960551,0a,3725d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
68.0,entrant,Blu Sahara Car Wash,blusaharacw_000676,1.0,5950 W Sahara Ave,NV,36.144831,-115.223724,2024-11-01,Express Tunnel,0.0,6654.0,,,,"https://www.google.com/maps/dir/36.144831,-115.223724/36.085123,-115.224395/36.034755,-115.20456/36.052427,-115.24378/36.170872,-115.062805/36.1006336,-115.0955916/36.1586658,-115.2361894","https://earth.google.com/web/@36.106758,-115.184435,0a,40629d,35y,0h,0t,0r"
68.0,neighbor,Luv Car Wash,luvcarwash_000457,10.0,5730 S Jones Blvd,NV,36.085123,-115.224395,2022-08-01,Express Tunnel,6.6,,6833.0,6690.0,2.1,"https://www.google.com/maps/dir/36.144831,-115.223724/36.085123,-115.224395/36.034755,-115.20456/36.052427,-115.24378/36.170872,-115.062805/36.1006336,-115.0955916/36.1586658,-115.2361894","https://earth.google.com/web/@36.106758,-115.184435,0a,40629d,35y,0h,0t,0r"
68.0,neighbor,Luv Car Wash,luvcarwash_000457,3.0,4620 Blue Diamond Rd,NV,36.034755,-115.20456,2022-07-01,Express Tunnel,12.4,,15469.0,13852.0,10.5,"https://www.google.com/maps/dir/36.144831,-115.223724/36.085123,-115.224395/36.034755,-115.20456/36.052427,-115.24378/36.170872,-115.062805/36.1006336,-115.0955916/36.1586658,-115.2361894","https://earth.google.com/web/@36.106758,-115.184435,0a,40629d,35y,0h,0t,0r"
68.0,neighbor,Luv Car Wash,luvcarwash_000457,4.0,7495 S Rainbow Blvd,NV,36.052427,-115.24378,2022-10-01,Express Tunnel,10.4,,15298.0,14267.0,6.7,"https://www.google.com/maps/dir/36.144831,-115.223724/36.085123,-115.224395/36.034755,-115.20456/36.052427,-115.24378/36.170872,-115.062805/36.1006336,-115.0955916/36.1586658,-115.2361894","https://earth.google.com/web/@36.106758,-115.184435,0a,40629d,35y,0h,0t,0r"
68.0,neighbor,Luv Car Wash,luvcarwash_000457,5.0,421 N Nellis Blvd,NV,36.170872,-115.062805,2022-07-01,Express Tunnel,14.7,,13626.0,10547.0,22.6,"https://www.google.com/maps/dir/36.144831,-115.223724/36.085123,-115.224395/36.034755,-115.20456/36.052427,-115.24378/36.170872,-115.062805/36.1006336,-115.0955916/36.1586658,-115.2361894","https://earth.google.com/web/@36.106758,-115.184435,0a,40629d,35y,0h,0t,0r"
68.0,neighbor,Luv Car Wash,luvcarwash_000457,7.0,3650 E Tropicana Ave,NV,36.1006336,-115.0955916,2022-06-01,Express Tunnel,12.5,,14480.0,13852.0,4.3,"https://www.google.com/maps/dir/36.144831,-115.223724/36.085123,-115.224395/36.034755,-115.20456/36.052427,-115.24378/36.170872,-115.062805/36.1006336,-115.0955916/36.1586658,-115.2361894","https://earth.google.com/web/@36.106758,-115.184435,0a,40629d,35y,0h,0t,0r"
68.0,neighbor,UDrive,udrive_000121,1.0,6451 W Charleston Blvd,NV,36.1586658,-115.2361894,2020-01-01,Unknown,1.9,,6484.0,5539.0,14.6,"https://www.google.com/maps/dir/36.144831,-115.223724/36.085123,-115.224395/36.034755,-115.20456/36.052427,-115.24378/36.170872,-115.062805/36.1006336,-115.0955916/36.1586658,-115.2361894","https://earth.google.com/web/@36.106758,-115.184435,0a,40629d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
69.0,entrant,Zips Express Car Wash,zips_000468,18.0,23685 Walton Ave,TX,30.1530502,-95.2185982,2022-10-01,Express Tunnel,0.0,9826.0,,,,"https://www.google.com/maps/dir/30.1530502,-95.2185982/30.068153,-95.2278537/30.0387765,-95.2526797","https://earth.google.com/web/@30.086660,-95.233044,0a,24035d,35y,0h,0t,0r"
69.0,neighbor,Superior Mermaid Carwash,172509mermaid,1.0,1750 NORTH PARK DRIVE,TX,30.068153,-95.2278537,2020-01-01,Unknown,9.5,,2146.0,1886.0,12.1,"https://www.google.com/maps/dir/30.1530502,-95.2185982/30.068153,-95.2278537/30.0387765,-95.2526797","https://earth.google.com/web/@30.086660,-95.233044,0a,24035d,35y,0h,0t,0r"
69.0,neighbor,Superior Flagship,superiorflagshipcw_000173,1.0,22515 Loop 494,TX,30.0387765,-95.2526797,2020-01-01,Flex,13.1,,3667.0,3369.0,8.1,"https://www.google.com/maps/dir/30.1530502,-95.2185982/30.068153,-95.2278537/30.0387765,-95.2526797","https://earth.google.com/web/@30.086660,-95.233044,0a,24035d,35y,0h,0t,0r"
